CERCID,RESEARCHER,SITE,TREATMENT,ORDER,INGFIRST,COREL.L,INGROUP,SUM1,COREL.S,SELF,SUM2,HONEST,SEX,AGE,AGE.C,FAMILY,CHILDREN,FORMALED,HOUSEHOLD,NATLANG,MAT1,MAT1C,MAT2,MAT2C,MAT3,MAT3C,MAT4,MAT4C,MMAT,MMATc,BGLG1ST,HIGHGOD.BG,OMNI.BG,DIEPUN,DKDIEPUN,MBG,BGR1,BGR2,BGTHINK,BGPERF,BGPERFHO,BGFREQW,BGPUNISH,BGSTEAL,BGSTLIMP,BGLYING,BGLIEIMP,BGMURDER,BGMURDIMP,BGFEEL,BGSEE,BGREWARD,BGDIE,BGSTRANGER,BGOTHERRIT,BGPERFC,HIGHGOD.LG,OMNI.LG,LGDIEPUN,MLG,LGR1,LGR2,LGTHINK,LGPERF,LGPERFHO,LGFREQW,LGPUNISH,LGSTEAL,LGSTEALIMP,LGLYING,LGLIEIMP,LGMURDER,LGMURDIMP,LGFEEL,LGSEE,LGREWARD,LGDIE,LGSTRANGER,LGOTHERRIT,LGPERFC,POLEVAL,CORELEMO,INGREMO,OUTGREMO,CORELSIM,BGTHINKH,BGFREQWH,BGSTEALH,BGLYINGH,BGMURDERH,BGREWARDH,LGTHINKH,LGFREQWH,LGSTEALH,LGLYINGH,LGMURDERH,LGREWARDH,POLEVALH,CORELEMOH,INGREMOH,OUTGREMOH
CERC523,McNamara,Yasawa,0,21,0,9,21,30,12,18,30,0,0,58,20.6,5,5,8,6,NA,1,-1,1,0,1,-2,1,-2,1,-1.25,0,0.75,1,0.5,0,4,1,1,1,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC524,McNamara,Yasawa,0,12,1,15,15,30,12,18,30,0,1,58,20.6,2,4,9,5,NA,1,2,1,2,1,2,1,1,1,1.75,0,0.75,1,0.5,0,4,1,1,4,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC525,McNamara,Yasawa,0,21,0,14,16,30,14,16,30,0,0,53,15.6,2,4,6,5,NA,0,0,0,0,0,0,0,0,0,0,0,0.75,1,0.5,0,4,1,1,1,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC526,McNamara,Yasawa,1,21,0,15,15,30,18,12,30,0,1,29,-8.4,2,0,12,5,NA,1,-2,1,-2,1,-2,1,-2,1,-2,1,0.75,1,0.5,0,4,1,1,1,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC527,McNamara,Yasawa,0,21,0,16,14,30,11,19,30,0,0,74,36.6,5,3,8,23,NA,0,2,1,2,1,1,1,0,0.75,1.25,1,0.75,1,0.5,0,4,1,1,1,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC528,McNamara,Yasawa,0,12,1,14,16,30,13,17,30,0,1,51,13.6,2,4,12,9,NA,1,0,1,-2,1,2,1,0,1,0,0,0.75,1,0.5,0,4,1,1,4,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC529,McNamara,Yasawa,1,21,0,14,16,30,15,15,30,1,1,28,-9.4,2,2,8,5,NA,0,-1,1,2,0,2,0,2,0.25,1.25,1,1,1,1,0,3,1,1,1,1,2,3,1,2,3,2,3,2,3,1,1,3,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC530,McNamara,Yasawa,1,12,1,13,17,30,15,15,30,0,1,24,-13.4,2,2,8,9,NA,1,-1,1,0,0,0,0,0,0.5,-0.25,0,0.75,1,0.5,0,4,1,1,1,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC531,McNamara,Yasawa,1,21,0,18,12,30,9,21,30,0,1,22,-15.4,1,1,10,9,NA,1,2,0,2,0,2,1,2,0.5,2,1,1,1,1,0,3,1,1,1,1,2,3,1,2,3,2,3,2,3,1,1,3,1,1,1,1,0.25,0,0.5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC532,McNamara,Yasawa,1,12,1,18,12,30,13,17,30,0,0,26,-11.4,2,0,14,6,NA,1,1,0,-2,0,0,1,1,0.5,0,1,0.75,1,0.5,0,2.33,0.33,0.33,1,1,1,3,1,1,2,2,3,2,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC533,McNamara,Yasawa,1,12,1,15,15,30,14,16,30,0,1,23,-14.4,1,0,10,6,NA,0,2,1,0,1,0,1,0,0.75,0.5,0,0.75,1,0.5,0,4,1,1,1,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC534,McNamara,Yasawa,0,21,0,13,17,30,10,20,30,1,1,55,17.6,5,4,11,11,NA,1,2,1,-2,1,-2,1,-2,1,-1,0,0.75,1,0.5,0,4,1,1,1,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC535,McNamara,Yasawa,1,21,0,15,15,30,13,17,30,1,1,22,-15.4,1,0,8,11,NA,1,-1,0,-2,0,-1,0,-2,0.25,-1.5,1,1,1,1,0,2.67,1,1,4,1,4,2,1,1,3,2,1,2,4,1,1,3,1,1,1,1,0.25,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC536,McNamara,Yasawa,0,21,0,16,14,30,21,9,30,0,0,19,-18.4,1,0,12,6,NA,0,-1,0,-1,0,-1,0,1,0,-0.5,1,0.75,1,0.5,0,4,1,1,1,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC537,McNamara,Yasawa,1,12,1,15,15,30,15,15,30,0,0,40,2.6,2,5,8,7,NA,0,-2,0,-2,1,2,1,0,0.5,-0.5,1,1,1,1,0,3,1,1,1,1,2,3,1,2,3,2,3,2,3,1,1,3,1,1,1,1,0.25,0,0.5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC538,McNamara,Yasawa,0,12,1,16,14,30,16,14,30,0,1,21,-16.4,1,0,8,7,NA,1,2,0,1,0,-2,0,-2,0.25,-0.25,0,0.75,1,0.5,0,4,1,1,4,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC539,McNamara,Yasawa,0,21,0,11,19,30,11,19,30,0,1,49,11.6,2,7,9,8,NA,0,2,0,1,0,1,0,0,0,1,0,0.75,1,0.5,0,4,1,1,1,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC540,McNamara,Yasawa,1,12,1,11,19,30,14,16,30,0,0,23,-14.4,1,1,10,8,NA,1,1,1,1,1,-1,1,0,1,0.25,1,1,1,1,0,3,0.67,0.67,1,1,1,3,1,2,3,2,3,2,3,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC541,McNamara,Yasawa,0,21,0,12,18,30,13,17,30,0,1,22,-15.4,1,0,7,8,NA,1,0,1,1,1,-1,1,1,1,0.25,0,0.75,1,0.5,0,1.33,1,1,1,1,1,3,1,3,0,3,4,3,0,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC542,McNamara,Yasawa,1,21,0,11,19,30,10,20,30,0,1,18,-19.4,1,0,4,4,NA,1,2,1,0,0,0,0,0,0.5,0.5,0,0.75,1,0.5,0,4,1,1,1,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC543,McNamara,Yasawa,1,12,1,13,17,30,10,20,30,0,1,30,-7.4,2,0,8,4,NA,0,0,0,-2,0,0,0,0,0,-0.5,1,0.75,1,0.5,0,3.33,1,1,1,1,1,3,1,3,3,3,4,3,3,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC544,McNamara,Yasawa,1,12,1,11,19,30,8,22,30,0,0,47,9.6,2,3,NA,NA,NA,1,1,1,0,1,-2,1,0,1,-0.25,0,NA,NA,NA,0,NA,NA,NA,4,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC545,McNamara,Yasawa,0,21,0,15,15,30,14,16,30,0,0,50,12.6,1,3,12,12,NA,1,1,1,1,1,0,0,0,0.75,0.5,1,0.75,1,0.5,0,4,1,1,4,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC546,McNamara,Yasawa,0,12,1,15,15,30,15,15,30,0,0,30,-7.4,1,0,12,12,NA,1,2,0,1,1,-1,1,0,0.75,0.5,1,0.75,1,0.5,0,4,1,1,4,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC547,McNamara,Yasawa,1,21,0,16,14,30,13,17,30,0,1,20,-17.4,1,0,12,12,NA,1,2,1,2,1,1,1,2,1,1.75,1,0.75,1,0.5,0,4,1,1,4,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC548,McNamara,Yasawa,1,21,0,12,18,30,14,16,30,0,0,42,4.6,2,7,8,9,NA,0,1,0,-2,1,0,0,0,0.25,-0.25,1,0.75,1,0.5,0,4,1,1,4,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC549,McNamara,Yasawa,1,21,0,14,16,30,11,19,30,0,0,73,35.6,2,3,6,5,NA,0,2,0,2,0,2,0,2,0,2,1,0.75,1,0.5,0,4,1,1,4,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC550,McNamara,Yasawa,0,12,1,15,15,30,13,17,30,0,0,52,14.6,2,6,8,6,NA,1,1,1,0,1,0,0,0,0.75,0.25,0,0.75,1,0.5,0,4,1,1,1,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC551,McNamara,Yasawa,0,21,0,14,16,30,17,13,30,1,1,20,-17.4,1,0,6,7,NA,1,1,1,0,1,0,0,-2,0.75,-0.25,0,0.75,1,0.5,0,4,1,1,4,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC552,McNamara,Yasawa,1,12,1,15,15,30,18,12,30,0,1,52,14.6,2,4,10,8,NA,1,2,1,2,0,2,1,2,0.75,2,0,0.75,1,0.5,0,4,1,1,4,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC553,McNamara,Yasawa,0,12,1,16,14,30,15,15,30,0,0,49,11.6,2,4,9,8,NA,0,1,1,-2,1,-1,1,0,0.75,-0.5,0,0.75,1,0.5,0,4,1,1,1,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC554,McNamara,Yasawa,0,12,1,8,22,30,16,14,30,0,0,31,-6.4,2,2,11,8,NA,1,1,0,0,0,1,0,-2,0.25,0,0,0.75,1,0.5,0,4,1,1,4,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC555,McNamara,Yasawa,0,21,0,14,16,30,12,18,30,0,1,27,-10.4,2,0,11,7,NA,1,-1,1,0,0,0,1,0,0.75,-0.25,0,0.75,1,0.5,0,4,1,1,1,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC556,McNamara,Yasawa,0,21,0,8,22,30,7,23,30,0,0,40,2.6,2,5,10,13,NA,0,-2,0,1,0,1,0,-2,0,-0.5,0,0.75,1,0.5,0,4,1,1,1,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC557,McNamara,Yasawa,1,21,0,10,20,30,0,30,30,0,0,20,-17.4,1,0,10,13,NA,0,0,0,2,0,1,0,2,0,1.25,1,0.75,1,0.5,0,4,1,1,1,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC558,McNamara,Yasawa,1,21,0,12,18,30,12,18,30,0,0,27,-10.4,2,2,15,3,NA,1,1,0,1,0,1,1,0,0.5,0.75,0,0.75,1,0.5,0,4,1,1,4,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC559,McNamara,Yasawa,1,12,1,16,14,30,17,13,30,0,1,46,8.6,2,1,11,5,NA,0,2,0,2,0,2,0,1,0,1.75,1,0.75,1,0.5,0,4,1,1,1,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC560,McNamara,Yasawa,1,12,1,15,15,30,14,16,30,0,1,68,30.6,5,5,8,7,NA,0,0,0,0,0,0,0,0,0,0,1,0.75,1,0.5,0,4,1,1,4,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC561,McNamara,Yasawa,0,12,1,11,19,30,16,14,30,1,1,21,-16.4,1,0,8,8,NA,1,0,1,-2,1,-1,0,2,0.75,-0.25,0,0.75,1,0.5,0,4,1,1,4,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC562,McNamara,Yasawa,0,21,0,18,12,30,13,17,30,0,1,27,-10.4,1,NA,11,8,NA,1,2,1,2,1,2,1,1,1,1.75,0,1,1,1,0,2.67,1,1,4,1,4,2,1,1,3,2,1,2,4,1,1,3,1,1,1,1,0.25,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC563,McNamara,Yasawa,1,12,1,14,16,30,12,18,30,0,0,35,-2.4,2,5,8,7,NA,1,2,1,1,1,-2,0,0,0.75,0.25,1,0.75,1,0.5,0,4,1,1,1,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC564,McNamara,Yasawa,1,12,1,14,16,30,10,20,30,0,1,67,29.6,5,1,8,4,NA,0,2,0,2,0,2,0,1,0,1.75,1,0.75,1,0.5,0,4,1,1,1,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC565,McNamara,Yasawa,1,12,1,17,13,30,12,18,30,0,0,27,-10.4,2,1,12,4,NA,1,1,0,2,0,2,0,2,0.25,1.75,0,0.75,1,0.5,0,4,1,1,1,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC566,McNamara,Yasawa,0,12,1,11,19,30,9,21,30,0,0,52,14.6,2,NA,7,7,NA,0,2,0,1,0,2,0,0,0,1.25,1,0.75,1,0.5,0,4,1,1,1,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC567,McNamara,Yasawa,1,12,1,16,14,30,17,13,30,0,0,36,-1.4,2,NA,11,7,NA,1,0,1,0,1,0,1,0,1,0,0,0.75,1,0.5,0,4,1,1,1,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC568,McNamara,Yasawa,1,12,1,8,22,30,0,30,30,0,1,NA,NA,NA,NA,NA,7,NA,0,1,0,1,0,0,0,-1,0,0.25,0,0.75,1,0.5,0,3.33,1,1,3,1,0,1,1,2,4,1,3,2,3,1,1,3,0,1,1,0,0.25,0,0.5,0.67,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,1,0,1,3,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC569,McNamara,Yasawa,1,21,0,0,30,30,0,30,30,0,0,51,13.6,5,4,10,8,NA,1,-2,1,-2,1,-2,1,-2,1,-2,1,0.75,1,0.5,0,4,1,1,4,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC570,McNamara,Yasawa,1,21,0,10,20,30,14,16,30,0,0,50,12.6,5,NA,5,8,NA,1,-2,0,0,0,2,1,0,0.5,0,1,0.75,1,0.5,0,4,1,1,1,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC571,McNamara,Yasawa,0,12,1,16,14,30,15,15,30,0,0,72,34.6,2,2,8,6,NA,0,2,0,2,0,2,0,2,0,2,0,0.75,1,0.5,0,4,1,1,1,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC572,McNamara,Yasawa,0,21,0,15,15,30,12,18,30,0,0,47,9.6,2,3,11,6,NA,0,0,0,0,0,0,0,-1,0,-0.25,0,0.75,1,0.5,0,4,1,1,1,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC573,McNamara,Yasawa,0,12,1,13,17,30,16,14,30,0,0,24,-13.4,1,0,13,6,NA,1,1,0,1,1,0,0,0,0.5,0.5,1,0.75,1,0.5,0,4,1,1,4,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC574,McNamara,Yasawa,1,12,1,15,15,30,14,16,30,0,0,24,-13.4,1,0,10,6,NA,1,2,1,1,0,0,0,0,0.5,0.75,0,0.75,1,0.5,0,4,1,1,4,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC575,McNamara,Yasawa,0,12,1,15,15,30,0,30,30,0,0,21,-16.4,1,0,11,14,NA,0,1,0,0,0,0,0,0,0,0.25,1,0.75,1,0.5,0,4,1,1,4,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
