Culture,CERCID,Order,GOOD_ORIG_NC,GOOD_ORIG_TL,MATCH_GOOD,GOOD_SPEC_NC,GOOD_SPEC_TL,GOOD_SPEC_BP,BAD_ORIG_NC,BAD_ORIG_TL,MATCH_BAD,BAD_SPEC_NC,BAD_SPEC_TL,BAD_SPEC_BP
Hadza,CERC66,1,Loving,Loving,Match,Loving,Loving,Loving,Thieves,Thieves,Match,Stealing - Thieves,Stealing,Theft
Hadza,CERC66,2,Kindness,Kindness,Match,Kind,Kindness,Kind,Killing,Killing,Match,Violence - Killing,Killing,Murder
Hadza,CERC66,3,Sharing,Sharing,Match,Sharing,Sharing,Generous/Shares,Jealousy,Jealousy,Match,Jealousy,Jealousy,Jealous
Hadza,CERC66,4,NA,NA,Match,NA,NA,NA,Selfishness,Selfishness,Match,Selfish,Selfish,Selfish
Hadza,CERC67,1,Good heart,Good heart,Match,Heart - Good ,Good heart,"Good (Conscience, Behavior, Nature, Heart)",Say bad things,Say bad things,Match,Swearing - Bad Things,Bad behavior,Bad Language (Swearing)
Hadza,CERC67,2,Sharing,Sharing,Match,Sharing,Sharing,Generous/Shares,Appearance,Appearance,Match,Anger,Appearance,Angry
Hadza,CERC67,3,NA,NA,Match,NA,NA,NA,Steal,Steal,Match,Stealing,Stealing,Theft
Hadza,CERC67,4,NA,NA,Match,NA,NA,NA,Person who chooses to live alone,Person who chooses to live alone,Match,Loneliness,Solitude,Unsociable
Hadza,CERC68,1,Hospitality,Hospitality,Match,Hospitable,Hospitality,Hospitable,Greedy,Greedy,Match,Greed,Greed,Greedy
Hadza,CERC68,2,Love,Love,Match,Loving,Loving,Loving,NA,NA,Match,NA,NA,NA
Hadza,CERC68,3,Kindness,Kindness,Match,Kind,Kindness,Kind,NA,NA,Match,NA,NA,NA
Hadza,CERC69,1,Sharing,Sharing,Match,Sharing,Sharing,Generous/Shares,Stealing,Stealing,Match,Stealing,Stealing,Theft
Hadza,CERC69,2,Love,Love,Match,Loving,Loving,Loving,Not sharing,Not sharing,Match,Not Sharing,Selfish,Doesn't Share
Hadza,CERC69,3,Good heart,Good heart,Match,Heart - Good ,Good heart,"Good (Conscience, Behavior, Nature, Heart)",Killing,Killing,Match,Violence - Killing,Killing,Murder
Hadza,CERC69,4,Intelligence,Intelligence,Match,Intelligent,Intelligence,Intelligent,Not helping those in need,Not helping those in need,Match,Not Helpful - Needy,Unhelpful,Unhelpful
Hadza,CERC69,5,NA,NA,Match,NA,NA,NA,Greed,Greed,Match,Greed,Greed,Greedy
Coastal Tanna,CERC7,1,Laugh/love,Laugh/love,Match,Laughter/Love,Happiness,Humor,Greedy/selfishness,Greedy/selfishness,Match,Greed,Greed,Greedy
Coastal Tanna,CERC7,2,Good relationship,Good relationship,Match,Relationships - Good ,Good relationships,Relationships,Quiet person,Quiet person,Match,Quiet - Person,Quiet people,Quiet
Coastal Tanna,CERC7,3,Sports/activity,Sports/activity,Match,Sports,Sports,Sports,Cruel,Cruel,Match,Cruel,Cruelty,Cruel
Coastal Tanna,CERC7,4,Good actions,Good actions,Match,Actions - Good,Good behavior,"Good (Conscience, Behavior, Nature, Heart)",NA,NA,Match,NA,NA,NA
Coastal Tanna,CERC7,5,Goes to church,Goes to church,Match,Church,Worshipping God,Church,NA,NA,Match,NA,NA,NA
Hadza,CERC70,1,The way a person dress,The way a person dress,Match,Dress,Dressing well,Appearance,Bad heart,Bad heart,Match,Heart - Bad,Bad heart,"Bad (Conscience, Behavior, Nature, Heart)"
Hadza,CERC70,2,Loving person,Loving person,Match,Loving - Others,Loving,Loving,Not sharing,Not sharing,Match,Not Sharing,Selfish,Doesn't Share
Hadza,CERC70,3,Sharing,Sharing,Match,Sharing,Sharing,Generous/Shares,Greed,Greed,Match,Greed,Greed,Greedy
Hadza,CERC70,4,Trusting others,Trusting others,Match,Trust,Trustworthy,Honest,Making a lot noise- fighting,Making a lot noise- fighting,Match,Disturbances - Noise,Fighting,Noisy
Hadza,CERC71,1,Good heart,Good heart,Match,Heart - Good ,Good heart,"Good (Conscience, Behavior, Nature, Heart)",Bad heart,Bad heart,Match,Heart - Bad,Bad heart,"Bad (Conscience, Behavior, Nature, Heart)"
Hadza,CERC71,2,Sharing,Sharing,Match,Sharing,Sharing,Generous/Shares,Anger,Anger,Match,Anger,Anger,Angry
Hadza,CERC71,3,Laughter,Laughter,Match,Laughter,Laughter,Humor,Stealing,Stealing,Match,Stealing,Stealing,Theft
Hadza,CERC71,4,Helping,Helping,Match,Helpful,Helpful,Helpful,Killing,Killing,Match,Violence - Killing,Killing,Murder
Hadza,CERC72,1,Intelligence,Intelligence,Match,Intelligent,Intelligence,Intelligent,Troublemaker,Troublemaker,Match,Behaviour - Trouble,Trouble maker,Troublemaker
Hadza,CERC72,2,Peacefulness,Peacefulness,Match,Peace,Peace,Peaceful,Killing,Killing,Match,Violence - Killing,Killing,Murder
Hadza,CERC72,3,Loving others,Loving others,Match,Loving - Others,Loving,Loving,Fighting,Fighting,Match,Violence  - Fighting,Fighting,Violent
Hadza,CERC72,4,Honesty,Honesty,Match,Honesty,Honesty,Honest,Bad heart,Bad heart,Match,Heart - Bad,Bad heart,"Bad (Conscience, Behavior, Nature, Heart)"
Hadza,CERC72,5,Welcoming people,Welcoming people,Match,Hospitable,Welcoming,Hospitable,NA,NA,Match,NA,NA,NA
Hadza,CERC73,1,Sharing,Sharing,Match,Sharing,Sharing,Generous/Shares,Fighting,Fighting,Match,Violence  - Fighting,Fighting,Violent
Hadza,CERC73,2,Good heart,Good heart,Match,Heart - Good ,Good heart,"Good (Conscience, Behavior, Nature, Heart)",Bad heart,Bad heart,Match,Heart - Bad,Bad heart,"Bad (Conscience, Behavior, Nature, Heart)"
Hadza,CERC73,3,Good health,Good health,Match,Health - Good,Healthy,Healthy,Not listening to elders,Not listening to elders,Match,Not Listening,Disobedience,Doesn't Listen
Hadza,CERC73,4,Respect to parents,Respect to parents,Match,Respect - Parents,Respectful,Respectful,Hanging someone and killing them,Hanging someone and killing them,Match,Violence - Killing,Killing,Murder
Hadza,CERC73,5,NA,NA,Match,NA,NA,NA,Gluttony,Gluttony,Match,Gluttony,Gluttony,Gluttonous
Hadza,CERC74,1,Good heart,Good heart,Match,Heart - Good ,Good heart,"Good (Conscience, Behavior, Nature, Heart)",Greed,Greed,Match,Greed,Greed,Greedy
Hadza,CERC74,2,Sharing,Sharing,Match,Sharing,Sharing,Generous/Shares,Killing,Killing,Match,Violence - Killing,Killing,Murder
Hadza,CERC74,3,Laughter,Laughter,Match,Laughter,Laughter,Humor,Fighting,Fighting,Match,Violence  - Fighting,Fighting,Violent
Hadza,CERC75,1,Doesn't have hatred,Doesn't have hatred,Match,No Hate,No hatred,No Hatred,Short temper,Short temper,Match,Temper,Anger,Temper
Hadza,CERC75,2,Doesn't get anger so easily,Doesn't get anger so easily,Match,No Anger,Good temper,Temper,Unforgiving person,Unforgiving person,Match,Not Forgiving,Unforgiving,Unforgiving
Hadza,CERC75,3,Laugh with everyone,Laugh with everyone,Match,Laughter,Laughter,Humor,Impatience,Impatience,Match,Impatience,Impatience,Impatient
Hadza,CERC76,1,Good heart,Good heart,Match,Heart - Good ,Good heart,"Good (Conscience, Behavior, Nature, Heart)",Bad heart,Bad heart,Match,Heart - Bad,Bad heart,"Bad (Conscience, Behavior, Nature, Heart)"
Hadza,CERC76,2,Sharing,Sharing,Match,Sharing,Sharing,Generous/Shares,Fighting,Fighting,Match,Violence  - Fighting,Fighting,Violent
Hadza,CERC76,3,Loving others,Loving others,Match,Loving - Others,Loving,Loving,Killing,Killing,Match,Violence - Killing,Killing,Murder
Hadza,CERC76,4,Hospitality,Hospitality,Match,Hospitable,Hospitality,Hospitable,NA,NA,Match,NA,NA,NA
Hadza,CERC77,1,Good heart,Good heart,Match,Heart - Good ,Good heart,"Good (Conscience, Behavior, Nature, Heart)",Killing people,Killing people,Match,Violence - Killing,Killing,Murder
Hadza,CERC77,2,Love others,Love others,Match,Loving - Others,Loving,Loving,Stealing,Stealing,Match,Stealing,Stealing,Theft
Hadza,CERC77,3,Peace with people,Peace with people,Match,Peace - Others,Peace,Peaceful,Fighting,Fighting,Match,Violence  - Fighting,Fighting,Violent
Hadza,CERC77,4,Hospitality,Hospitality,Match,Hospitable,Hospitality,Hospitable,NA,NA,Match,NA,NA,NA
Hadza,CERC78,1,Loving people,Loving people,Match,Loving - Others,Loving,Loving,Fighting,Fighting,Match,Violence  - Fighting,Fighting,Violent
Hadza,CERC78,2,Hospitality,Hospitality,Match,Hospitable,Hospitality,Hospitable,Killing,Killing,Match,Violence - Killing,Killing,Murder
Hadza,CERC78,3,Politeness,Politeness,Match,Polite,Polite,Manners,Gluttony,Gluttony,Match,Gluttony,Gluttony,Gluttonous
Hadza,CERC78,4,Good heart,Good heart,Match,Heart - Good ,Good heart,"Good (Conscience, Behavior, Nature, Heart)",NA,NA,Match,NA,NA,NA
Hadza,CERC78,5,Sharing,Sharing,Match,Sharing,Sharing,Generous/Shares,NA,NA,Match,NA,NA,NA
Hadza,CERC79,1,To love others,To love others,Match,Loving - Others,Loving,Loving,Bad heart,Bad heart,Match,Heart - Bad,Bad heart,"Bad (Conscience, Behavior, Nature, Heart)"
Hadza,CERC79,2,Sharing,Sharing,Match,Sharing,Sharing,Generous/Shares,Killing,Killing,Match,Violence - Killing,Killing,Murder
Hadza,CERC79,3,Peacefulness,Peacefulness,Match,Peace,Peace,Peaceful,Lying,Lying,Match,Lies,Dishonesty,Dishonest
Hadza,CERC79,4,To be full (with food),To be full (with food),Match,Full,Full stomach,Full Stomach,NA,NA,Match,NA,NA,NA
Coastal Tanna,CERC8,1,Attitude,Attitude,Match,Attitude,Good attitude,Attitude,Disrespect,Disrespect,Match,Disrespectful,Disrespectful,Disrespectful
Coastal Tanna,CERC8,2,Trust,Trust,Match,Trust,Trustworthy,Honest,Liar,Liar,Match,Lies,Dishonesty,Dishonest
Coastal Tanna,CERC8,3,Honesty,Honesty,Match,Honesty,Honesty,Honest,Corrupt/misuse of things,Corrupt/misuse of things,Match,Corruption,Corruption,Corrupt
Coastal Tanna,CERC8,4,Hard working,Hard working,Match,Work - Hard,Hardworking,Hard-working,NA,NA,Match,NA,NA,NA
Coastal Tanna,CERC8,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Hadza,CERC80,1,Polite,Polite,Match,Polite,Polite,Manners,Insulting people,Insulting people,Match,Insults,Insulting,Insulting
Hadza,CERC80,2,Peace in house,Peace in house,Match,Peace - House,Peace,Peaceful,Fighting,Fighting,Match,Violence  - Fighting,Fighting,Violent
Hadza,CERC80,3,Sharing,Sharing,Match,Sharing,Sharing,Generous/Shares,Thieves,Thieves,Match,Stealing - Thieves,Stealing,Theft
Hadza,CERC80,4,Respect,Respect,Match,Respect,Respectful,Respectful,Killing,Killing,Match,Violence - Killing,Killing,Murder
Hadza,CERC81,1,Good heart,Good heart,Match,Heart - Good ,Good heart,"Good (Conscience, Behavior, Nature, Heart)",Greed,Greed,Match,Greed,Greed,Greedy
Hadza,CERC81,2,Sharing,Sharing,Match,Sharing,Sharing,Generous/Shares,Killing,Killing,Match,Violence - Killing,Killing,Murder
Hadza,CERC81,3,Loving,Loving,Match,Loving,Loving,Loving,Infidelity,Infidelity,Match,Adultery,Adultery,Adultery
Hadza,CERC81,4,Peace,Peace,Match,Peace,Peace,Peaceful,NA,NA,Match,NA,NA,NA
Hadza,CERC82,1,Helping others,Helping others,Match,Helpful - Others,Helpful,Helpful,Killing,Killing,Match,Violence - Killing,Killing,Murder
Hadza,CERC82,2,Loving each other,Loving each other,Match,Loving - Others,Loving,Loving,Causing troubles,Causing troubles,Match,Behaviour - Trouble,Trouble maker,Troublemaker
Hadza,CERC82,3,Sharing,Sharing,Match,Sharing,Sharing,Generous/Shares,Not sharing,Not sharing,Match,Not Sharing,Selfish,Doesn't Share
Hadza,CERC82,4,Respecting others,Respecting others,Match,Respect - Others,Respectful,Respectful,Stealing,Stealing,Match,Stealing,Stealing,Theft
Hadza,CERC83,1,Honesty,Honesty,Match,Honesty,Honesty,Honest,Bad heart,Bad heart,Match,Heart - Bad,Bad heart,"Bad (Conscience, Behavior, Nature, Heart)"
Hadza,CERC83,2,Smarts,Smarts,Match,Intelligent,Intelligence,Intelligent,Killing,Killing,Match,Violence - Killing,Killing,Murder
Hadza,CERC83,3,Good heart,Good heart,Match,Heart - Good ,Good heart,"Good (Conscience, Behavior, Nature, Heart)",Rape,Rape,Match,Violence - Rape,Rape,Rape
Hadza,CERC83,4,NA,NA,Match,NA,NA,NA,Theft,Theft,Match,Stealing,Stealing,Theft
Hadza,CERC84,1,Sharing,Sharing,Match,Sharing,Sharing,Generous/Shares,Theft,Theft,Match,Stealing,Stealing,Theft
Hadza,CERC84,2,Loving,Loving,Match,Loving,Loving,Loving,Yelling/noise disturbance,Yelling/noise disturbance,Match,Disturbances - Yelling,Noisiness,Noisy
Hadza,CERC84,3,Intelligence,Intelligence,Match,Intelligent,Intelligence,Intelligent,Killing,Killing,Match,Violence - Killing,Killing,Murder
Hadza,CERC84,4,Peaceful,Peaceful,Match,Peace,Peace,Peaceful,Jealous,Jealous,Match,Jealousy,Jealousy,Jealous
Hadza,CERC85,1,Good heart,Good heart,Match,Heart - Good ,Good heart,"Good (Conscience, Behavior, Nature, Heart)",Stubbornness,Stubbornness,Match,Stubborn,Stubborn,Stubborn
Hadza,CERC85,2,Trustworthiness,Trustworthiness,Match,Trust,Trustworthy,Honest,Bad heart,Bad heart,Match,Heart - Bad,Bad heart,"Bad (Conscience, Behavior, Nature, Heart)"
Hadza,CERC85,3,Loving others,Loving others,Match,Loving - Others,Loving,Loving,Stealing,Stealing,Match,Stealing,Stealing,Theft
Hadza,CERC85,4,NA,NA,Match,NA,NA,NA,Killing,Killing,Match,Violence - Killing,Killing,Murder
Hadza,CERC85,5,NA,NA,Match,NA,NA,NA,Bad thoughts,Bad thoughts,Match,Thoughts - Bad,Bad mentality,"Bad (Conscience, Behavior, Nature, Heart)"
Hadza,CERC86,1,Good heart,Good heart,Match,Heart - Good ,Good heart,"Good (Conscience, Behavior, Nature, Heart)",Bad heart,Bad heart,Match,Heart - Bad,Bad heart,"Bad (Conscience, Behavior, Nature, Heart)"
Hadza,CERC86,2,Loving people,Loving people,Match,Loving - Others,Loving,Loving,Theft,Theft,Match,Stealing,Stealing,Theft
Hadza,CERC86,3,Working together,Working together,Match,Work - Together,Teamwork,Hard-working,Killing,Killing,Match,Violence - Killing,Killing,Murder
Hadza,CERC86,4,Respect people,Respect people,Match,Respect - Others,Respectful,Respectful,Rape,Rape,Match,Violence - Rape,Rape,Rape
Hadza,CERC87,1,Good heart,Good heart,Match,Heart - Good ,Good heart,"Good (Conscience, Behavior, Nature, Heart)",Troublemaker,Troublemaker,Match,Behaviour - Trouble,Trouble maker,Troublemaker
Hadza,CERC87,2,Loving others,Loving others,Match,Loving - Others,Loving,Loving,Fighting,Fighting,Match,Violence  - Fighting,Fighting,Violent
Hadza,CERC87,3,Sharing meat,Sharing meat,Match,Sharing - Meat,Sharing,Generous/Shares,Killing,Killing,Match,Violence - Killing,Killing,Murder
Hadza,CERC87,4,Welcoming,Welcoming,Match,Hospitable,Welcoming,Hospitable,Raping,Raping,Match,Violence - Rape,Rape,Rape
Hadza,CERC88,1,Good heart,Good heart,Match,Heart - Good ,Good heart,"Good (Conscience, Behavior, Nature, Heart)",Greedy,Greedy,Match,Greed,Greed,Greedy
Hadza,CERC88,2,Honesty,Honesty,Match,Honesty,Honesty,Honest,Stubborn,Stubborn,Match,Stubborn,Stubborn,Stubborn
Hadza,CERC88,3,Trustworthiness,Trustworthiness,Match,Trust,Trustworthy,Honest,Jealous,Jealous,Match,Jealousy,Jealousy,Jealous
Hadza,CERC88,4,NA,NA,Match,NA,NA,NA,Corruption,Corruption,Match,Corruption,Corruption,Corrupt
Hadza,CERC89,1,Living in peace with others,Living in peace with others,Match,Peace - Living,Peace,Peaceful,Yelling,Yelling,Match,Disturbances - Yelling,Noisiness,Noisy
Hadza,CERC89,2,No yelling,No yelling,Match,No Yelling,Peace,Quiet,Fighting,Fighting,Match,Violence  - Fighting,Fighting,Violent
Hadza,CERC89,3,No fighting,No fighting,Match,No Violence - Fighting,Peace,No Violence,Not sharing,Not sharing,Match,Not Sharing,Selfish,Doesn't Share
Hadza,CERC89,4,Sharing,Sharing,Match,Sharing,Sharing,Generous/Shares,Killing,Killing,Match,Violence - Killing,Killing,Murder
Coastal Tanna,CERC9,1,Likes families and children,Likes families and children,Match,Family,Family oriented,Family,Don't like other people,Don't like other people,Match,Dislike People,Hatred,Unsociable
Coastal Tanna,CERC9,2,Obeys,Obeys,Match,Obedience,Obedience,Obedient,Disobeys,Disobeys,Match,Disobedience,Disobedience,Disobedient
Coastal Tanna,CERC9,3,Share things to the family,Share things to the family,Match,Sharing - Family,Sharing,Generous/Shares,Serious to people,Serious to people,Match,Serious,Selfish,Serious
Coastal Tanna,CERC9,4,Helps to do the work,Helps to do the work,Match,Helpful,Helpful,Helpful,NA,NA,Match,NA,NA,NA
Coastal Tanna,CERC9,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Hadza,CERC90,1,Peaceful,Peaceful,Match,Peace,Peace,Peaceful,Fighting,Fighting,Match,Violence  - Fighting,Fighting,Violent
Hadza,CERC90,2,Hospitality,Hospitality,Match,Hospitable,Hospitality,Hospitable,Says bad things,Says bad things,Match,Swearing,Bad behavior,Bad Language (Swearing)
Hadza,CERC90,3,Loving,Loving,Match,Loving,Loving,Loving,Theft,Theft,Match,Stealing,Stealing,Theft
Hadza,CERC90,4,Sharing,Sharing,Match,Sharing,Sharing,Generous/Shares,Killing,Killing,Match,Violence - Killing,Killing,Murder
Hadza,CERC91,1,Hospitality/welcoming others,Hospitality/welcoming others,Match,Hospitable,Hospitality,Hospitable,Fighting,Fighting,Match,Violence  - Fighting,Fighting,Violent
Hadza,CERC91,2,Sharing,Sharing,Match,Sharing,Sharing,Generous/Shares,Insulting people,Insulting people,Match,Insults,Insulting,Insulting
Hadza,CERC91,3,Peacefulness,Peacefulness,Match,Peace,Peace,Peaceful,Not welcoming people,Not welcoming people,Match,Not Hospitable,Unfriendly,Inhospitable
Hadza,CERC91,4,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Hadza,CERC92,1,Kindness,Kindness,Match,Kind,Kindness,Kind,Greed,Greed,Match,Greed,Greed,Greedy
Hadza,CERC92,2,Loving,Loving,Match,Loving,Loving,Loving,Jealousy,Jealousy,Match,Jealousy,Jealousy,Jealous
Hadza,CERC92,3,Faithfulness,Faithfulness,Match,Faith,Faithful,Religious Faith,Stealing,Stealing,Match,Stealing,Stealing,Theft
Hadza,CERC93,1,Good heart,Good heart,Match,Heart - Good ,Good heart,"Good (Conscience, Behavior, Nature, Heart)",Greed,Greed,Match,Greed,Greed,Greedy
Hadza,CERC93,2,Intelligence,Intelligence,Match,Intelligent,Intelligence,Intelligent,Fighting,Fighting,Match,Violence  - Fighting,Fighting,Violent
Hadza,CERC93,3,Peace in self,Peace in self,Match,Peace - Self,Peace,Peaceful,Killing,Killing,Match,Violence - Killing,Killing,Murder
Hadza,CERC93,4,NA,NA,Match,NA,NA,NA,Gluttony,Gluttony,Match,Gluttony,Gluttony,Gluttonous
Hadza,CERC94,1,Good heart,Good heart,Match,Heart - Good ,Good heart,"Good (Conscience, Behavior, Nature, Heart)",Theft,Theft,Match,Stealing,Stealing,Theft
Hadza,CERC94,2,Peace with others,Peace with others,Match,Peace - Others,Peace,Peaceful,Fighting,Fighting,Match,Violence  - Fighting,Fighting,Violent
Hadza,CERC94,3,Loving,Loving,Match,Loving,Loving,Loving,Gluttony,Gluttony,Match,Gluttony,Gluttony,Gluttonous
Hadza,CERC94,4,Sharing food,Sharing food,Match,Sharing - Food,Sharing,Generous/Shares,Not sharing food,Not sharing food,Match,Not Sharing,Selfish,Doesn't Feed Others
Hadza,CERC95,1,Intelligence/smarts,Intelligence/smarts,Match,Intelligent,Intelligence,Intelligent,Superiority/arrogance,Superiority/arrogance,Match,Arrogance,Arrogance,Arrogant
